content,rating,tokenized_content,sentiment
miếng lau tốt.dễ lau bụi bẩn.xịt khỏe.mới đầu thấy ok.chỉ có điều khớp nối 2 đoạn như ảnh đăng không biết đúng k mà thấy cũng k dc chắc.cầm lau là phải nhẹ nhàng.cẩn thận cầm cả chỗ đó cho chắc khi lau hi vọng k bị tắc vòi xịt  và k bị gãy chỗ khớp nối,5,miếng lau tốt dễ lau bụi bẩn xịt khỏe mới_đầu ok khớp nối 2 đoạn ảnh đăng not-positive k k cầm lau nhẹ_nhàng cẩn_thận cầm lau hi_vọng k tắc vòi xịt k gãy khớp nối,Positive
"Mình mua về dùng lúc đầu rất thích: tiện, sạch sẽ và dễ vệ sinh. Tuy nhiên sau khi dùng 1 tháng thì cái bình nước bị dò. Mình ko ấn xịt nước cũng rỉ từng giọt ra sàn, dẫn đến chổi bị ướt đẫm làm sàn không khô và lau không sạch nữa. Không biết có cách nào tự sửa đơn giản không? hay chỉ có cách mua cây mới thôi? cửa hàng có hướng dẫn gì không?",3,mua dùng đầu thích tiện sạch_sẽ dễ vệ_sinh tuy_nhiên sau dùng 1 bình nước dò không ấn xịt nước rỉ giọt sàn chổi ướt_đẫm sàn not-negative lau not-positive không sửa đơn_giản không hay mua cây cửa_hàng hướng_dẫn không,Negative
"Ưu: Nhỏ gọn, phù hợp với nhà nhỏ. Ít không gian. Lắp đúng sẽ không bị rỉ nước như cmt khác bảo 
Nhược: lâu mệt muốn xỉu. Nền nhà gạch hoa mịn thì lướt dễ, không bị rít, nhà mình nền ốp gỗ trống trơn nữa, đẩy muốn lòi mắt vì rít, bám.
Hàng xiaomi nhưng kiểm tra bao bì, tem mác thì lại hãng khác.",3,ưu nhỏ gọn phù_hợp nhỏ không_gian lắp đúng không rỉ nước cmt bảo nhược mệt xỉu gạch_hoa mịn lướt dễ không rít ốp gỗ trống_trơn đẩy lòi mắt rít bám hàng xiaomi kiểm_tra bao_bì tem mác hãng,Negative
"Sản phẩm tốt ,dễ lắp. Rất cứng cáp ,chắc chắn, các khớp nối khít, inox với nhựa đều dày dạn đẹp ! Shop đóng gói đẹp ,cẩn thận! Mình nhận hàng hôm nay trời mưa nhưng shop có bọc quấn nilong quanh hộp, nên ko bị thấm nước mưa tẹo nào ,rất hài lòng ! Rất hài lòng với sản phẩm này ! Mức giá rẻ so với chất lượng sản phẩm, ko ngĩ sẽ nhận dc sản phẩm ổn ntn :)) ! Mọi người nên mua !",5,sản_phẩm tốt dễ lắp cứng_cáp chắc_chắn khớp nối khít inox nhựa dày_dạn đẹp cửa_hàng đóng_gói đẹp cẩn_thận nhận hàng hôm_nay trời mưa cửa_hàng bọc quấn nilong quanh hộp không thấm nước mưa tẹo hài_lòng hài_lòng sản_phẩm giá rẻ chất_lượng sản_phẩm không ngĩ nhận sản_phẩm ổn ntn mua,Positive
"Cây lau nhà nhỏ, gọn, màu sắc đẹp, đóng gói hàng cẩn thận. Cây xoay linh hoạt chui đc các ngóc ngách, vùng xịt khá rộng nên lâu nhà dễ dàng. Miếng thảm dính rất chắc chắn dễ xịt nước rửa sạch. Điểm trừ duy nhất là chỉ có 1 miếng lau nên hơi bất tiện việc giặt liên tục",5,cây lau_nhà nhỏ gọn màu_sắc_đẹp đóng_gói hàng cẩn_thận cây xoay linh_hoạt chui ngóc_ngách xịt rộng dễ_dàng miếng thảm dính chắc_chắn dễ xịt nước rửa sạch trừ duy_nhất 1 miếng lau bất_tiện giặt liên_tục,Positive
"Sản phẩm gọn nhẹ nhưng cầm chắc tay. Khi lau bám sàn tốt nên lau nhà rất sạch.  Miếng lau tháo lắp cũng dễ dàng không lo bung, lau 1 lượt tháo miếng lau ra vò đi rồi lau lần 2 lần 3 thấy còn sạch hơn cây lau thông thường là nhúng vô xô nước đập đập mà không sạch bằng. Mình rất hài lòng với sản phẩm này, dùng rất tiện, ko phải lích kích sách xô nước lên lên xuống xuống.",5,sản_phẩm gọn_nhẹ cầm_chắc_tay lau bám sàn tốt lau sạch miếng lau tháo lắp dễ_dàng không lo bung lau 1 lượt tháo miếng lau vò đi lau 2 3 sạch cây lau thông_thường nhúng vô xô nước đập đập not-positive hài_lòng sản_phẩm dùng tiện không lích_kích sách xô nước,Positive
"Nếu nhà ai hay có tóc rụng ra nhà thì đây chính là sản phẩm cứu cánh cực tốt, giữ bụi bẩn và tóc chắc luôn, mình giặt mà dứt mãi mới ra, lau một phát sạch bay, miếng lau bám chặt nên chỉ cần lia 1 đường là đã sạch bong, dùng thích mà cảm giác sạch hơn bộ lau nhà 360, 249k + 89k 4 miếng lau nữa, thật sự quá rẻ, nhà có e bé dùng tiện thôi r, thiết kế đẹp mắt, chắc chắn, còn độ bền thì hãng này nổi tiếng bền r, hỏng sớm hay muộn thì cũng cũng còn phụ thuộc ng sd nữa.",5,hay tóc rụng sản_phẩm cứu_cánh cực tốt bụi bẩn tóc giặt dứt mãi lau phát sạch bay miếng lau bám chặt lia 1 đường sạch_bong dùng thích cảm_giác sạch lau 360 249k 89k 4 miếng lau thật_sự rẻ e bé dùng tiện thiết_kế đẹp_mắt chắc_chắn độ bền hãng nổi_tiếng bền hỏng hay muộn phụ_thuộc ng sd,Positive
"Mới mua về 1 tuần. Lắp ráp khá dễ dàng. Củ sen nhìn chắc chắn về đẹp. Vòi sen cũng đẹp, nhưng chỉ là nhựa mạ kim loại thôi nhé. Không hề rỉ nước trong 1 tuần sử dụng.
Tạm thời ổn so với giá tiền.",5,mua 1 tuần lắp_ráp dễ_dàng củ_sen chắc_chắn đẹp vòi_sen đẹp nhựa mạ kim_loại không hề rỉ nước 1 tuần sử_dụng tạm_thời ổn giá tiền,Positive
Giao nhanh và tư vấn nhiệt tình mặc dù trong đợt SG giãn cách theo chỉ thị.,5,giao nhanh tư_vấn nhiệt_tình mặc_dù đợt sg giãn chỉ_thị,Positive
"Dùng thích lắm, ok với giá tiền. Tuy nhiên lúc đầu sử dụng nghe mùi keo nặng lắm, giống như dây diện bị cháy vậy, về sau dỡ dần. Đã 3 ngày rồi mà chưa hết mùi.",4,dùng thích ok giá tiền tuy_nhiên đầu sử_dụng mùi keo giống dây diện cháy sau dỡ dần 3 mùi,Positive
"sản phẩm đặt hàng từ hôm 19/06 đến 29/06 mới nhận được hàng
phải có đánh giá nửa sao t củng đánh giá luôn
Quá tệ cho CH, Shop chán luôn",1,sản_phẩm đặt_hàng hôm 19 06 29 06 nhận hàng đánh_giá nửa t củng đánh_giá tệ ch cửa_hàng chán,Negative
"mình xài nc bồn nên gắn vào nc chảy cực kỳ yếu nha.
chỉ thích hợp xài cho nc máy thôi nha mọi người. 
nhà bán hàng ko cảnh báo trc cho người mua.",2,xài nc bồn gắn nc chảy cực_kỳ yếu nha thích_hợp xài nc máy nha người_nhà hàng không cảnh_báo trc mua,Negative
"Giao hàng quá nhanh, trong 1 ngày là nhận được, hàng chất lượng so với giá tiền, sẽ ủng hộ shop thêm.",5,giao hàng nhanh 1 nhận hàng chất_lượng giá tiền ủng_hộ cửa_hàng,Positive
Củ sen chất lượng nhg vòi sen mạ bên ngoài dở,4,củ sen chất_lượng nhg vòi_sen mạ dở,Positive
"sản phẩm rất ok lắm nha , giao hàng nhanh , đóng gói cẩn thận",5,sản_phẩm ok nha giao hàng nhanh đóng_gói cẩn_thận,Positive
Sản phẩm tốt. Đúng mô tả.,5,sản_phẩm tốt đúng mô_tả,Positive
ok. hàng giao đúng đủ. đóng gói cẩn thận,5,ok hàng giao đúng đóng_gói cẩn_thận,Positive
"Cốc kiểu dáng đẹp thon gọn, uống tiện dễ rửa, đít cốc có đệm chống kêu. Sơn trơn hơi khó cầm, nắp chỉ để che bụi ko kín nên ko mang đi dc, sơn xử lý ko tốt rửa qua thôi đã tróc rồi, lòng cốc dễ bám màu, khó vệ sinh sạch đc, do giá mua sale nên chấp nhận đc.",5,cốc kiểu_dáng đẹp thon gọn uống tiện dễ rửa đít cốc đệm chống kêu sơn trơn cầm nắp che bụi không kín không đi sơn xử_lý not-positive rửa tróc lòng cốc dễ bám vệ_sinh sạch giá mua sale chấp_nhận,Positive
"Kiểu dáng ly nhìn khá đẹp, đẹp hơn trong ảnh. Nhìn nhỏ nhỏ vậy thôi chứ chứa được khá nhiều nước. Giữ nhiệt tương đối. Giữ lạnh hoặc đá cảm giác tốt hơn giữ nóng. Tuy nhiên khá hài lòng.",5,kiểu_dáng ly đẹp đẹp ảnh nhỏ nhỏ chứa nước nhiệt tương_đối lạnh đá cảm_giác tốt nóng tuy_nhiên hài_lòng,Positive
"Shop giao hàng nhanh, cốc đẹp, giống hình quảng cáo, có gửi kèm phiếu bảo hành, gói hàng kỹ lưỡng, mới nhận hàng chưa sử dụng nên khg biết chất lượng và thời giữ nhiệt như quảng cáo kg, nhung cung cho shop 5 *****",5,cửa_hàng giao hàng nhanh_cốc đẹp giống hình quảng_cáo gửi kèm phiếu bảo_hành gói hàng kỹ_lưỡng nhận hàng sử_dụng khg chất_lượng thời nhiệt quảng_cáo kg nhung cung cửa_hàng 5,Positive
"Cốc sơn nhám, cầm chắc tay. Tưởng nhỏ chứ thật ra cũng đựng vừa vặn 1 ly latte size M đủ uống buổi sáng. Mình thích những ly có nắp trượt như này, không lo bị kiến bò vào uống ké 😎",5,cốc sơn nhám cầm_chắc_tay tưởng nhỏ thật_ra đựng vừa_vặn 1 ly late cỡ uống thích ly nắp trượt không lo kiến bò uống ké,Positive
Giao hàng nhanh. Đóng gói kỹ. Tài xế tự tìm đường giỏi. Ly rất dễ cưng. Cafe để lạnh cho vào ly là nguyên chất luôn. Ok,5,giao hàng nhanh đóng_gói kỹ tài_xế đường giỏi ly dễ cưng cafe lạnh ly nguyên_chất ok,Positive
"Cốc giữ đá được lâu, tầm 3-4 tiếng. Nhưng nước thì giữ lạnh được từ sáng đến chiều. Vệ sinh dễ dàng, không quá cồng kềnh",5,cốc đá tầm 3 4 tiếng nước lạnh chiều vệ_sinh dễ_dàng không cồng_kềnh,Positive
"Đẹp và xài khá tốt
Nhưng không biết do hàng mình nhận hay sp như thế mà lúc lắc nghe tiếng như có mảnh kim loại bên trong ly khá khó chịu",4,đẹp xài tốt không hàng nhận hay sản_phẩm thế_mà lúc_lắc tiếng mảnh kim_loại ly khó_chịu,Positive
"Chất lượng miễn chê. Ngon. Mỗi tội dán đề can hơi nhiều, mãi mới bóc sạch.",5,chất_lượng miễn chê ngon tội dán đề_can mãi bóc sạch,Positive
"Sp giữ nhiệt tốt, chắc chắc, vì ko có tay cầm nên hơi to so với tay mình. Dễ rửa, khá tiện lợi",5,sản_phẩm nhiệt tốt không tay_cầm to dễ rửa tiện_lợi,Positive
"Hàng đúng như mô tả,dùng ổn",4,hàng đúng mô_tả dùng ổn,Positive
"Chất liệu nhựa tốt, hoàn thiện không chi tiết thừa. Thiết kế chắc chắn chịu được trọng lượng người lớn đến 80kg. Ngoài chức năng nâng chân thì rất tiện dụng nếu nhà có bé nhỏ, bé có thể tự bước lên bục và ngồi vững.",4,chất_liệu nhựa tốt hoàn_thiện không chi_tiết thừa thiết_kế chắc_chắn trọng_lượng người_lớn 80kg chức_năng nâng chân tiện_dụng bé nhỏ_bé có_thể bục vững,Positive
Đặt Mua 3 cái giao 1 cái ? Chat k được không biết liên hệ shop ntn luôn,1,mua 3 giao 1 chất k không liên_hệ cửa_hàng ntn,Negative
"Tôi đặt 2 cái mà chỉ giao 1 cái ??? 
Đã gửi thông tin phản hồi nhưng shop chưa trả lời ???",1,2 giao 1 gửi thông_tin phản_hồi cửa_hàng trả_lời,Negative
"Ghế to, bỏ vừa các loại bồn cầu, nhìn chung oke",4,ghế to bồn_cầu nhìn_chung oke,Positive
rất chắc chắn và hữu ích,5,chắc_chắn hữu_ích,Positive
"Ghế tốt, xịn .....",5,ghế tốt xịn,Positive
Sản phẩm tốt 🙂,5,sản_phẩm tốt,Positive
"Hữu ích, đảm bảo tiêu hoá tốt.",5,hữu_ích đảm_bảo tiêu_hoá tốt,Positive
"Thật ra cân không có thương hiệu, chỉ là hàng OEM SX tại TQ do shop này đứng ra bán, chắc là được cái tự bảo hành nên giá cao hơn hàng cùng loại. Không được nhạy như mong đợi nhưng tạm ổn, vì dạng cân tiểu ly này chưa phong phú chất lượng như các cân thông minh xiaomi giá rẻ.",4,thật_ra cân không thương_hiệu hàng oem sx tq cửa_hàng đứng bảo_hành giá hàng không nhạy mong_đợi tạm ổn dạng cân tiểu_ly phong_phú chất_lượng cân thông_minh xiaomi giá rẻ,Positive
"Giao hàng đúng ngày luôn mặc dù thấy về bưu cục huyện được 3-4 ngày rồi, lần này tiki đúng hẹn ghê, ko giao sớm xíu 😅
Cân nhìn ngoài hơi bé so với tưởng tượng, sản phẩm mặt trên nhìn đẹp, cấu thành chủ yếu là nhựa, hơi nhẹ nên cũng cần nâng niu",5,giao hàng đúng mặc_dù bưu_cục huyện 3 4 tiki đúng hẹn ghê không giao xíu cân bé tưởng_tượng sản_phẩm mặt đẹp cấu_thành chủ_yếu nhựa nhẹ nâng_niu,Positive
"Cân ko bị nhảy số như những cân cùng giá khác, nhạy, đo 1 vật nhiều lần ra cùng kq
Độ chính xác chưa biết lấy j để xác nhận
Thiết kế tương đối chắc chắn, dễ sử dụng
Khi nào hỏng hay lỗi sẽ quay lại cmt",5,cân không nhảy cân giá nhạy đo 1 vật kq độ chính_xác xác_nhận thiết_kế tương_đối chắc_chắn dễ sử_dụng hỏng hay lỗi cmt,Positive
"chưa sử dụng, mới tháo bao bì, giá cao hơn vì kênh bán quảng cáo là hàng chính hãng nên mua và cứ cho 5*. mong sẽ được trải nghiệm tốt.",5,sử_dụng tháo bao_bì giá kênh quảng_cáo hàng hãng mua 5 mong trải nghiệm tốt,Positive
"Dùng tạm được. Để lên mặt phẳng thì cân bị gập ghềnh, 4 chân ko đều nên số hơi hơi nhảy nhảy chút. Nên ta cân tương đối thôi",3,dùng tạm lên_mặt_phẳng cân gập_ghềnh 4 chân_không nhảy nhảy chút ta cân tương_đối,Negative
"Cân xài ổn lắm luôn, cái màng xanh là để bảo vệ sp, cho mặt cân không bị trầy.",5,cân xài ổn màng xanh bảo_vệ sản_phẩm mặt_cân not-negative,Positive
Sản phẩm tốt. Dùng ok. Mới mua về cảm nhận bề mặt inox xịn xò.,5,sản_phẩm tốt dùng ok mua cảm_nhận bề_mặt inox xịn xò,Positive
Cân này dùng rất ổn khác hẳn mấy cân mình mua lần trước mỗi lần cân nhảy 1 số,5,cân dùng ổn hẳn cân mua cân nhảy 1,Positive
"Người nhà mới nhận đc, shipper dễ thương",5,người_nhà nhận shiper dễ_thương,Positive
Ko nghĩ cân bé thế ạ 😂 chưa dùng nhưng vẫn vote 5* ạ,5,không cân bé dùng vote 5,Positive
kéo sắc chắc tay.sẻ ủng hộ shop khi có đợt km tiếp theo,5,kéo_sắc chắc_tay sẻ ủng_hộ cửa_hàng đợt km tiếp_theo,Positive
"Hàng đúng như mô tả, cắt rất tốt nha",5,hàng đúng mô_tả cắt tốt nha,Positive
"Giao nhanh, hàng gói cẩn thận, như hình.",5,giao nhanh hàng gói cẩn_thận hình,Positive
rất tốt và hài lòng về sản phẩm,5,tốt hài_lòng sản_phẩm,Positive
rất hài lòng. ủng hộ tiki,5,hài_lòng ủng_hộ tiki,Positive
chất lượng tốt,5,chất_lượng tốt,Positive
"hàng tốt, giao nhanh",5,hàng tốt giao nhanh,Positive
ko vừa ý lắm.......... ....... ......,4,không vừa_ý,Positive
Cũng tối,4,tối,Positive
Xài tốt,5,xài tốt,Positive
"Rất hài lòng về sản phẩm nhận được. Chiếu đường may đẹp, nằm mát lưng, được tặng kèm túi thơm như quảng cáo của Shop Ánh Sao. Giá vậy hợp lý với sản phẩm. Mọi người nên mua. Click vô dòng thương hiệu A (Ánh Sao) cũng nhiều món đồ hay ho lắm. Mình mới mua thêm 1 cái gối lông vũ của Shop luôn đang chờ nhận hàng.",5,hài_lòng sản_phẩm nhận chiếu đường may đẹp nằm mát lưng tặng kèm túi thơm quảng_cáo cửa_hàng ánh giá hợp_lý sản_phẩm mua click vô dòng thương_hiệu a ánh món đồ hay_ho mua 1 gối lông_vũ cửa_hàng chờ nhận hàng,Positive
"Chiếu mỏng, nhưng chắc chắn, trải trên nệm nằm mát, chỉ cần bật quạt thôi là ổn rồi, k cần phải mở máy lạnh đâu, mùa hè nằm giảm nhiệt thấy rõ, chứ nằm nệm thì cháy cả lưng. Cảm ơn ship vì 1 sản phẩm chất lượng, sẽ còn ủng hộ shop trong những lần sau",5,chiếu mỏng chắc_chắn trải nệm nằm mát bật quạt ổn k máy_lạnh mùa hè nằm nhiệt nằm nệm cháy lưng cảm_ơn ship 1 sản_phẩm_chất_lượng ủng_hộ cửa_hàng sau,Positive
Mau chiếu chất lượng rất thích ok.nhưng kích thước chiếu làm ko đúng.tôi phải đổi 2 lấn lần đầu chiều ngang ngắn.ko vừa với khung giường.như tôi đăng bán khi mùa.đổi lần thứ 2.thì chiếu lại chiếu ngang dư còn chiều dài hụt ngắn lòi đệm như chup ở hình.tôi ko hài lòng ở điểm này.,2,mau chiếu chất_lượng thích ok kích_thước chiếu not-positive đổi 2 lấn đầu chiều ngang ngắn không khung giường đăng mùa đổi 2 chiếu chiếu ngang dư chiều hụt ngắn lòi đệm chup hình không hài_lòng,Negative
"hiều dài chiếu chỉ đến 1,9m nên còn thiếu thước tấc so giường 2m nha. Có điều là chun giằng chỉ có ở 2 đầu, 2 đầu còn lại ko có. Bề mặt sạch nhẵn, ko có vết dằm, có mùi thơm nhẹ. Tôi trải bên dưới lớp ga giường, do để bên trên thì mặt chiếu nhẵn bóng làm gối các loại cứ bị trượt",4,hiều chiếu 1 9m thước tấc giường 2m nha có_điều chun giằng 2 đầu 2 đầu không bề_mặt sạch nhẵn không vết dằm mùi thơm nhẹ trải lớp ga giường mặt chiếu nhẵn bóng gối trượt,Positive
"Chiếu rất đẹp, đường may rất tỉ mỉ, thank shop tặng thêm túi hương cho mình.
Tiki giao hàng đúng giờ, chất lượng dịch vụ rất hài lòng.",5,chiếu đẹp đường may tỉ_mỉ cám_ơn cửa_hàng tặng túi hương tiki giao hàng đúng chất_lượng dịch_vụ hài_lòng,Positive
"Sản phẩm đúng như trong mong đợi , chất lượng tốt , giao hàng nhanh , trong lúc chở hàng không có hư hao .Shop còn tặng thêm một tui làm thơm chiếu .Nếu có cơ hội,thì sẽ ủng hộ shop nhiều nhiều.",4,sản_phẩm đúng mong_đợi chất_lượng tốt giao hàng nhanh chở hàng không hư_hao cửa_hàng tặng tui thơm chiếu cơ_hội ủng_hộ cửa_hàng,Positive
"chiếu mỏng, phù hợp cho phòng có máy điều hoà, nếu ko có điều hoà cũng nóng dữ lắm.
nói là tặng kèm túi gì đó mà ko thấy, chỉ có bọc đựng thôi.",1,chiếu mỏng phù_hợp phòng máy điều_hoà không điều_hoà nóng tặng kèm túi không bọc đựng,Negative
"mùa này có mà mua chiếu là lý tưởng nhất rồi, với 1 cái chiếu mỏng nhẹ thì xách đi nằm ở dưới đất hay trên giường đều ok. rất hài lòng về sp. Lần sau ai hỏi tôi sẽ giới thiệu cho Shop nha.",5,mùa mua chiếu lý_tưởng 1 chiếu mỏng nhẹ xách đi nằm đất hay giường ok hài_lòng sản_phẩm sau giới_thiệu cửa_hàng nha,Positive
nằm mát mùa nóng. nhưng kích thước hơi nhỏ so với kích thước tiêu chuẩn của nệm nên hay bị tuột ra khỏi nệm,5,nằm mát mùa nóng kích_thước nhỏ kích_thước tiêu_chuẩn nệm hay tuột nệm,Positive
"Chiếu nhìn đẹp, chắc chắn, có tặng kèm túi thơm. Cảm ơn shop, mong là chiếu này nằm mát như quảng cáo.",5,chiếu đẹp chắc_chắn tặng kèm túi thơm cảm_ơn cửa_hàng mong chiếu nằm mát quảng_cáo,Positive
"Chúng lừa đảo mua 2 lo keo mỗi lọ chỉ được 1/3 keo . Nếu đổ đầy thì 3 lọ mới được một lọ . Quá đắt hơm mua thuốc đau mắt ,mà chất luongwj ko biết có đảm bảo ko còn chờ dùng , tiki nên loại bỏ nhũng loại làm ăn lừa đảo này . Từ nay sẽ ko bao giờ mua hàng của tiki nữachir *** thôi .mọi ng hãy tảy chay tiki nhé .",1,lừa_đảo mua 2 lo keo lọ 1 3 keo đổ 3 lọ lọ đắt hơm mua thuốc đau mắt chất luongwj không đảm_bảo không chờ dùng tiki loại_bỏ nhũng làm_ăn lừa_đảo không bao_giờ mua hàng tiki nữachir ng tảy chay tiki,Negative
"Mình mua về thử nghiệm cho sản phẩm bên mình. Dán trên bề mặt nhựa pvc dẻo bám khá tốt. Không có vết keo, không ảnh hưởng đến độ trong của vật thể dán.
Bôi keo chỉ tầm 30s sau là khô. Để sau 1 tiếng đồng hồ thì dùng lực kéo cũng không bung. Mỗi tội giá hơi chát nên để sử dụng đại trà trong lĩnh vực bên mình thì vẫn cần suy xét thêm.",4,mua thử_nghiệm sản_phẩm dán bề_mặt nhựa pvc dẻo bám tốt không vết keo không ảnh_hưởng độ vật_thể dán bôi keo tầm 30s sau khô sau 1 tiếng đồng_hồ dùng lực kéo không bung tội giá chát sử_dụng đại_trà lĩnh_vực suy_xét,Positive
"sản phẩm tốt phết, dính dép chắc chắn lắm. ra tay k bị dính như mấy loại keo khác. những có 1 điểm yếu là k hiểu sao lọ keo của t đã bị đục lỗ trc. keo còn có 1 nữa. chắc mua đợt giảm giá nên nhà sản xuất cắt giảm 1 lọ để chia ra bán 2 lọ cho lời",5,sản_phẩm tốt phết dính dép chắc_chắn ra_tay k dính keo 1 yếu k lọ keo t đục lỗ trc keo 1 mua đợt giảm_giá sản_xuất cắt_giảm 1 lọ chia 2 lọ,Positive
"Tôi có vài nhận xét như sau:
- Trên sản phẩm hoặc vỏ bao bì không có ghi hạn sử dụng.
- Nắp đậy hộp đựng sản phẩm chỉ là gen xoáy thông thường, không có bảo vệ để phân biệt hàng chưa mở nắp.
- Vì vậy, khách hàng rất khó tin là hàng chính hãng.",2,nhận_xét sau sản_phẩm vỏ bao_bì không ghi hạn sử_dụng nắp đậy hộp đựng sản_phẩm gen xoáy thông_thường không bảo_vệ phân_biệt hàng nắp vì_vậy khách_hàng hàng hãng,Negative
"Keo dán siêu dính X2000 này dán đã thật, thường thì mấy keo khác mình dùng không được nhiều lần. Nó đóng cứng trong chai. Keo này mình dán đủ mọi thể loại từ bìa, bảng, nón bảo hiểm, gỗ mấy lần mà vẫn ổn khi ở trong chai",5,keo dán siêu dính x2000 dán keo dùng không đóng cứng chai keo dán thể_loại bìa bảng nón bảo_hiểm gỗ ổn chai,Positive
"Dịch vụ quá kém, nhân viên không giao hàng tận nơi, làm mất hàng, khi liên hệ không nhận trách nhiệm còn nói chuyện vô văn hóa!!! Đề nghị Tiki chịu trách nhiệm về món hàng",1,dịch_vụ kém nhân_viên không giao hàng tận hàng liên_hệ không nhận trách_nhiệm nói_chuyện vô văn_hóa đề_nghị tiki trách_nhiệm món hàng,Negative
"Gửi hàng nhanh, đúng mẫu, chưa sử dụng nhưng chắc chắn hàng tốt.  Chúc shop luôn có nhiều khách hàng, gửi shop 5 sao.",5,gửi hàng nhanh đúng mẫu sử_dụng chắc_chắn hàng tốt chúc cửa_hàng khách_hàng gửi cửa_hàng 5,Positive
"trên tờ hướng dẫn sử dụng có nói một giọt keo cho hiệu quả tốt mau khô, nhưng thực tế rất lâu khô, hai nữa thể tích thực ko đạt 50ml, nhìn vào thực tế tế lọ là thấy, (chẳng nhẽ nhà sản xuất, đóng sản phẩm vào lọ lớn hơn) rất ko hài lòng",2,tờ hướng_dẫn sử_dụng giọt keo hiệu_quả tốt mau khô thực_tế khô hai thể_tích thực not-positive 50ml thực_tế tế lọ chẳng nhẽ sản_xuất đóng sản_phẩm lọ lớn không hài_lòng,Negative
Bao bì tem mác ko giống đợt trước. Ko có hình con hổ trên thân chai và bao bì. Chưa dùng thử nên chưa niết chất lượng keo nhiw thế nào.,1,bao_bì tem mác không giống đợt không hình hổ thân chai bao_bì dùng thử niết chất_lượng keo nhiw thế_nào,Negative
"Mình đặt 4sp trong đó có sp này, nhưng shop ko giao sp này cho mình thì nên cho mấy sao nhỉ? Cảm giác nhận hàng như kiểu bị lừa ấy. Nhắn tin cho shop thì ko thấy phản hồi. Quá tệ.",1,4sp sản_phẩm cửa_hàng không giao sản_phẩm cảm_giác nhận hàng kiểu lừa nhắn_tin cửa_hàng không phản_hồi tệ,Negative
"giao hàng rất nhanh, chỉ 24 giờ với giao hàng bình thường, hàng quá tốt, dày dặn, các lỗ khoan chính xác.",5,giao hàng nhanh 24 giao hàng bình_thường hàng tốt dày_dặn lỗ khoan chính_xác,Positive
"hàng rất tốt, dày dặn cầm nặng tay, lỗ khoan chính xác.",5,hàng tốt dày_dặn cầm nặng_tay lỗ khoan chính_xác,Positive
"Không đúng như ảnh giới thiệu.
xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",1,not-positive ảnh giới_thiệu x,Negative
Rất hài lòng. Xử lý được bản lề đang bị lỗi của tủ bếp.,5,hài_lòng xử_lý bản_lề lỗi tủ bếp,Positive
"Chất lượng tốt, rất hữu ích. (Ghét nhất cái này: Nội dung chứa ít nhất 50 ký tự)",5,chất_lượng tốt hữu_ích ghét nội_dung chứa ít_nhất 50 ký_tự,Positive
Vừa nhận sản phẩm đủ số lượng. Có kèm vít. Chưa lắp thử nhưng nghĩ ổn,5,nhận sản_phẩm số_lượng kèm vít lắp thử ổn,Positive
"Sản phẩm rất tiện dụng, rất cần thiết cho các gia đình",5,sản_phẩm tiện_dụng cần_thiết gia_đình,Positive
dùng khá ổn nhưng lỗ vít bắt k đưocj chuẩn,4,dùng ổn lỗ vít bắt k đưocj chuẩn,Positive
Mình đặt miếng ngang mà giao lại là vuông,1,miếng ngang giao vuông,Negative
Không hiệu quả. Hoàn thiện cũng được.,2,không hiệu_quả hoàn_thiện,Negative
"phải nói cái shop làm ăn có tâm ,,, màn đẹp chất liệu tốt , keo dán cũng được , hy vọng xài lâu bền chắc quay lại mua tiếp luôn,  thích nhất cái dây cột sang xỉu ... mẫu màn keo này rất là hộp lý với mấy bạn con gái ở một mình như tui ko cần con trai phụ vẫn làm được . he he ... chúc shop làm ăn phát đạt nha...",5,cửa_hàng làm_ăn tâm màn đẹp chất_liệu tốt keo dán hy_vọng xài lâu_bền mua tiếp thích dây cột xỉu mẫu màn keo hộp lý con_gái một_mình tui không con_trai phụ he he chúc cửa_hàng làm_ăn phát_đạt nha,Positive
"Hàng như hình, chất liệu vải khá ổn, giá cả hợp lí, nhà mình có cái cửa nhỏ nên việc làm màn cửa như truyền thống sẽ tốn kém và trông khá nặng nề, nên mình thấy nếu không gian cửa nhỏ thì lựa chọn màn dán khá tiện lợi, một thời gian sử dụng cũng dễ dàng đổi sang mẫu mã mới, và cũng rất tiện để giặt giũ vệ sinh.",5,hàng hình chất_liệu vải ổn giá_cả hợp_lí cửa nhỏ việc_làm màn cửa truyền_thống tốn_kém trông nặng_nề không_gian cửa nhỏ lựa_chọn màn dán tiện_lợi thời_gian sử_dụng dễ_dàng đổi mẫu_mã tiện giặt_giũ vệ_sinh,Positive
"tiki giao hàng nhanh, hàng giống mô tả. chât vải đẹp. treo lên đẹp. miếng dán vô tường hơi ngắn chút shop à. lần 2 mua hàng rui. thank shop",4,tiki giao hàng nhanh hàng giống mô_tả chât vải đẹp treo đẹp miếng dán vô tường ngắn chút cửa_hàng 2 mua hàng rui cám_ơn cửa_hàng,Positive
